locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
550720,Two G's Catering,Truck,2734000,BARNEVELD AVE: JERROLD AVE to LOOMIS ST \ MCKINNON AVE (100 - 299),175 BARNEVELD AVE,5286A018,5286A,18,14MFF-0104,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6011606.148,2099252.817,37.74480242,-122.4025402,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf,,6/12/14 11:57,Jun 12 2014 11:47AM,1,3/15/15 0:00,"(37.7448024331792, -122.402540218917)"
560692,Hiyaaa,Truck,2753000,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,261005,261,5,14MFF-0111,APPROVED,Korean Fried Chicken,6012649.224,2116554.374,37.79236679,-122.4001483,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0111&ExportPDF=1&Filename=14MFF-0111_schedule.pdf,,7/15/14 13:52,Jul 15 2014  1:36PM,0,3/15/15 0:00,"(37.7923668006519, -122.400148306757)"
504150,Spice Affairs,Truck,2754000,BATTERY ST: CALIFORNIA ST to HALLECK ST (200 - 230),214 BATTERY ST,237011,237,11,13MFF-0004,REQUESTED,Chicken Tikka Masala: Mixed Vegetables Combo Plate: Chicken Kathi Roll: Vegetarian Kathi Roll: Various Pakoras: Mango Lassi: Chai Tea,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0004&ExportPDF=1&Filename=13MFF-0004_schedule.pdf,,,Feb  7 2013  2:16PM,0,,
526108,San Francisco Soup Company,Truck,2767000,BATTERY ST: UNION ST to FILBERT ST (1100 - 1199),1105 BATTERY ST,107008,107,8,14MFF-0031,APPROVED,Soup: salad: sandwiches: beverages: chips & cookies,6012223.463,2119901.382,37.80153312,-122.4018568,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0031&ExportPDF=1&Filename=14MFF-0031_schedule.pdf,,3/13/14 11:34,Mar 13 2014 11:25AM,0,3/15/15 0:00,"(37.8015331333644, -122.401856839289)"
526490,Smokin Warehouse Barbecue,Truck,2767000,BATTERY ST: UNION ST to FILBERT ST (1100 - 1199),1155 BATTERY ST,0107 007,107,7,14MFF-0061,APPROVED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,6012094.775,2119998.079,37.80179144,-122.402309,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0061&ExportPDF=1&Filename=14MFF-0061_schedule.pdf,,3/14/14 14:16,Mar 14 2014  2:05PM,0,3/15/15 0:00,"(37.8017914572653, -122.402308963287)"
534404,Giant Burrito,Truck,2800102,BAY SHORE BLVD: FLOWER ST to CORTLAND AVE (341 - 489) -- EAST --,353 BAY SHORE BLVD,5598030,5598,30,14MFF-0095,APPROVED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,6010751.382,2098146.819,37.74171783,-122.405418,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0095&ExportPDF=1&Filename=14MFF-0095_schedule.pdf,,4/21/14 15:55,Apr 21 2014  3:50PM,0,3/15/15 0:00,"(37.7417178445618, -122.405417977438)"
532142,San Pancho's Tacos,Truck,2801101,BAY SHORE BLVD: CORTLAND AVE to WATERLOO ST (491 - 499) -- EAST --,491 BAY SHORE BLVD,5598008,5598,8,14MFF-0089,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0089&ExportPDF=1&Filename=14MFF-0089_schedule.pdf,,4/4/14 14:29,Apr  4 2014  2:23PM,1,3/15/15 0:00,
527194,La Jefa,Truck,2801102,BAY SHORE BLVD: WATERLOO ST to MARENGO ST (501 - 559) -- EAST --,531 BAY SHORE BLVD,5607038,5607,38,14MFF-0066,APPROVED,Tacos: burritos: quesadillas: tortas: nachos (refried beans: cheese sauce: salsa fresca): carnes (beef: chicken: marinated pork: fried pork): canned beans: rice: sodas: horchata drinks.,6010348.157,2097065.717,37.7387268,-122.406736,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0066&ExportPDF=1&Filename=14MFF-0066_schedule.pdf,,10/22/14 15:58,Mar 18 2014  1:10PM,0,3/15/15 0:00,"(37.7387268178079, -122.406736029895)"
528581,Golden Catering,Truck,2825101,BAY SHORE BLVD: LELAND AVE to VISITACION AVE (2401 - 2499) -- EAST --,2401 BAY SHORE BLVD,5087003A,5087,003A,14MFF-0072,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6011284.798,2086924.615,37.71093379,-122.4027845,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0072&ExportPDF=1&Filename=14MFF-0072_schedule.pdf,,3/21/14 13:52,Mar 21 2014  1:42PM,1,3/15/15 0:00,"(37.7109338068287, -122.402784538)"
528132,Quan Catering,Truck,2826101,BAY SHORE BLVD: VISITACION AVE to SUNNYDALE AVE (2501 - 2599) -- EAST --,2555 BAY SHORE BLVD,5100002,5100,2,14MFF-0068,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6010877.081,2086365.377,37.70937546,-122.4041544,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf,,3/19/14 14:47,Mar 19 2014  2:40PM,1,3/15/15 0:00,"(37.7093754778506, -122.404154378499)"
530359,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,25524000,BAY ST: TAYLOR ST intersection,567 BAY ST,43001,43,1,14MFF-0085,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0085&ExportPDF=1&Filename=14MFF-0085_schedule.pdf,,3/27/14 11:47,Mar 27 2014 11:39AM,1,3/15/15 0:00,
530339,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,2846000,BEACH ST: HYDE ST to LARKIN ST (700 - 799),900 BEACH ST,405007,405,7,14MFF-0075,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee:cold beverages: pastries: bakery goods: cookies: icecream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6005830.414,2122293.822,37.80774329,-122.4241499,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0075&ExportPDF=1&Filename=14MFF-0075_schedule.pdf,,3/27/14 11:12,Mar 27 2014 11:06AM,1,3/15/15 0:00,"(37.8077433021994, -122.42414994486)"
305715,Bombay Blvd.,Truck,2863000,BEALE ST: DAVIS ST \ MARKET ST \ PINE ST to MISSION ST (1 - 99),333 MARKET ST,3710020,3710,20,11MFF-0039,REQUESTED,Indian Style: BBQ: Variety of Curries: Rice: Wraps: Breads (Naan: Rotis: Parathas): Desserts: Pizza.  Beverages: Condiments: Indian Soups: Salads & Appetizer Varieties.,6013405.022,2116324.598,37.79177799,-122.3975171,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0039&ExportPDF=1&Filename=11MFF-0039_schedule.pdf,,,Mar  7 2011  4:11PM,0,,"(37.7917780021754, -122.397517086459)"
550713,Two G's Catering,Truck,2863000,BEALE ST: DAVIS ST \ MARKET ST \ PINE ST to MISSION ST (1 - 99),30 BEALE ST,3710002,3710,2,14MFF-0104,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6013516.114,2116322.014,37.79177708,-122.3971325,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf,,6/12/14 11:57,Jun 12 2014 11:47AM,1,3/15/15 0:00,"(37.7917770921335, -122.397132524452)"
569026,Liang Bai Ping,Truck,2866000,BEALE ST: FOLSOM ST to HARRISON ST (300 - 399),300 BEALE ST,3747022,3747,22,14MFF-0124,REQUESTED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014804.68,2114971.118,37.78813948,-122.3925795,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0124&ExportPDF=1&Filename=14MFF-0124_schedule.pdf,,,Aug 15 2014  3:07PM,1,3/15/15 0:00,"(37.7881394926445, -122.392579515364)"
528123,Quan Catering,Truck,2867000,BEALE ST: HARRISON ST to BRYANT ST (400 - 499),400 BEALE ST,3766012,3766,12,14MFF-0068,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6015274.974,2114511.988,37.78690492,-122.3909203,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf,,3/19/14 14:47,Mar 19 2014  2:40PM,1,3/15/15 0:00,"(37.7869049332311, -122.390920262952)"
521739,Linda's Catering,Truck,2868000,BEALE ST: BRYANT ST to END (500 - 599),501 BEALE ST,3771004,3771,4,14MFF-0013,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6015805.731,2114257.932,37.78623677,-122.3890662,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0013&ExportPDF=1&Filename=14MFF-0013_schedule.pdf,,3/6/14 15:59,Mar  6 2014  3:53PM,1,3/15/15 0:00,"(37.7862367882401, -122.389066205595)"
525832,May Catering,Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,14MFF-0022,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014943.869,2110666.298,37.77632715,-122.3917968,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf,,3/12/14 12:18,Mar 12 2014 11:57AM,1,3/15/15 0:00,"(37.7763271615743, -122.391796821067)"
526109,San Francisco Soup Company,Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,14MFF-0031,APPROVED,Soup: salad: sandwiches: beverages: chips & cookies,6014943.869,2110666.298,37.77632715,-122.3917968,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0031&ExportPDF=1&Filename=14MFF-0031_schedule.pdf,,3/13/14 11:34,Mar 13 2014 11:25AM,0,3/15/15 0:00,"(37.7763271615743, -122.391796821067)"
526166,"Off the Grid Services, LLC",Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,14MFF-0037,APPROVED,everything except for hot dogs,6014943.869,2110666.298,37.77632715,-122.3917968,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0037&ExportPDF=1&Filename=14MFF-0037_schedule.pdf,,3/13/14 14:48,Mar 13 2014 12:43PM,0,3/15/15 0:00,"(37.7763271615743, -122.391796821067)"
526172,"Off the Grid Services, LLC",Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,14MFF-0038,APPROVED,everything except for hot dogs,6014943.869,2110666.298,37.77632715,-122.3917968,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0038&ExportPDF=1&Filename=14MFF-0038_schedule.pdf,,3/13/14 14:48,Mar 13 2014 12:55PM,0,3/15/15 0:00,"(37.7763271615743, -122.391796821067)"
586772,Roadside Rotisserie Corporation / Country Grill,Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,14MFF-0131,REQUESTED,Rotisserie Chicken: Ribs: Kickass Salad: Potatos w/fat dripping: chicken wrap.,6014943.869,2110666.298,37.77632715,-122.3917968,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0131&ExportPDF=1&Filename=14MFF-0131_schedule.pdf,,,Oct  8 2014 12:57PM,0,,"(37.7763271615743, -122.391796821067)"
550712,Two G's Catering,Truck,2954000,BERRY ST: 04TH ST to 05TH ST (200 - 299),201 BERRY ST,8708003,8708,3,14MFF-0104,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6014509.734,2110397.928,37.77556615,-122.3932798,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf,,6/12/14 11:57,Jun 12 2014 11:47AM,1,3/15/15 0:00,"(37.7755661681996, -122.393279842331)"
550722,Two G's Catering,Truck,2954000,BERRY ST: 04TH ST to 05TH ST (200 - 299),235 BERRY ST,8708 111,8708,111,14MFF-0104,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6014269.445,2110088.451,37.77470305,-122.3940894,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf,,6/12/14 11:57,Jun 12 2014 11:47AM,1,3/15/15 0:00,"(37.7747030612546, -122.39408939656)"
525805,May Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),301 BERRY ST,8708002,8708,2,14MFF-0022,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014277.187,2109955.224,37.77433767,-122.3940533,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf,,3/12/14 12:18,Mar 12 2014 11:57AM,1,3/15/15 0:00,"(37.7743376801558, -122.394053286303)"
526449,Mini Mobile Food Catering,Truck,2955000,BERRY ST: 05TH ST to 06TH ST (300 - 399),355 BERRY ST,8707003,8707,3,14MFF-0059,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6013399.284,2109254.176,37.77236391,-122.397041,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf,,3/14/14 13:11,Mar 14 2014  1:05PM,1,3/15/15 0:00,"(37.7723639285554, -122.397040970353)"
526445,Mini Mobile Food Catering,Truck,2956003,BERRY ST: 06TH ST to KING ST (400 - 431),420 BERRY ST,8703006,8703,6,14MFF-0059,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6012806.325,2109136.82,37.77200866,-122.3990838,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf,,3/14/14 13:11,Mar 14 2014  1:05PM,1,3/15/15 0:00,"(37.7720086702573, -122.399083845463)"
554529,Steve's Mobile Deli,Truck,2994000,BLUXOME ST: 05TH ST to 06TH ST (100 - 199),175 BLUXOME ST,3785030,3785,30,14MFF-0107,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6012681.987,2110002.589,37.77437893,-122.3995747,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0107&ExportPDF=1&Filename=14MFF-0107_schedule.pdf,,6/24/14 13:55,Jun 24 2014  1:49PM,1,3/15/15 0:00,"(37.7743789446046, -122.399574742116)"
502422,"Off the Grid Services, LLC",Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,15,13MFF-0122,APPROVED,Everything,6014566.387,2112472.164,37.78126469,-122.393229,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0122&ExportPDF=1&Filename=13MFF-0122_schedule.pdf,,5/1/14 9:40,Oct 16 2013  3:08PM,0,3/15/15 0:00,"(37.7812646998024, -122.393229041528)"
526844,Fins on the Hoof / Saveurs,Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,15,14MFF-0064,APPROVED,Seafood: meats and desserts,6014566.387,2112472.164,37.78126469,-122.393229,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0064&ExportPDF=1&Filename=14MFF-0064_schedule.pdf,,3/17/14 14:06,Mar 17 2014  2:03PM,0,3/15/15 0:00,"(37.7812646998024, -122.393229041528)"
526078,F & C Catering,Truck,3076000,BRANNAN ST: JACK LONDON ALY to 03RD ST (350 - 399),355 BRANNAN ST,3788024A,3788,024A,14MFF-0029,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6014670.894,2112213.771,37.780561,-122.3928494,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf,,3/13/14 11:21,Mar 13 2014 11:06AM,1,3/15/15 0:00,"(37.7805610164563, -122.392849413014)"
525903,John's Catering #5,Truck,3081000,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),610 BRANNAN ST,3778047,3778,47,14MFF-0023,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6012704.159,2110820.848,37.77662692,-122.3995555,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf,,3/12/14 14:25,Mar 12 2014  2:10PM,1,3/15/15 0:00,"(37.7766269337064, -122.399555503777)"
527274,Eva's Catering,Truck,3081000,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),630 BRANNAN ST,3778004,3778,4,14MFF-0067,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6012488.815,2110632.864,37.77609875,-122.4002872,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0067&ExportPDF=1&Filename=14MFF-0067_schedule.pdf,,3/18/14 16:07,Mar 18 2014  3:51PM,1,3/15/15 0:00,"(37.7760987669419, -122.400287239858)"
570015,Eva's Catering,Truck,3081000,BRANNAN ST: 05TH ST to 06TH ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND (600 - 699),651 BRANNAN ST,3785009,3785,9,14MFF-0125,REQUESTED,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,6012672.07,2110311.741,37.77522724,-122.3996308,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0125&ExportPDF=1&Filename=14MFF-0125_schedule.pdf,,,Aug 19 2014  3:47PM,0,3/15/14 0:00,"(37.7752272533234, -122.39963075598)"
528129,Quan Catering,Truck,3083000,BRANNAN ST: HARRIET ST to LUCERNE ST (715 - 743),722 BRANNAN ST,3779132,3779,132,14MFF-0068,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6011956.485,2110042.886,37.77444911,-122.4020872,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf,,3/19/14 14:47,Mar 19 2014  2:40PM,1,3/15/15 0:00,"(37.7744491245615, -122.402087236053)"
550715,Two G's Catering,Truck,3088000,BRANNAN ST: 07TH ST to 08TH ST (800 - 899),840 BRANNAN ST,3780078,3780,78,14MFF-0104,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6011252.805,2109369.807,37.77256169,-122.404474,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf,,6/12/14 11:57,Jun 12 2014 11:47AM,1,3/15/15 0:00,"(37.772561703562, -122.404474024001)"
560881,888 Brannan L.P.,Truck,3088000,BRANNAN ST: 07TH ST to 08TH ST (800 - 899),888 BRANNAN ST,3780006,3780,6,14MFF-0117,APPROVED,Garlic Noodles: Burgers: BBQ: Rotisserie: Spam Masubi: Asian inspired tacos & burritos: Sandwiches: Soups: Fried Oyster Sandwiches: Seafood: Vegetarian: Chinese dim sum: Empanadas.Various Ethnic Street Food: Hawaiianese: Vietnamese: Indian: Filipino: Japanese: Korean: Peruvian: Chinese: Italian & American. No Mexican food allowed.,6011040.928,2109175.008,37.77201497,-122.4051932,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0117&ExportPDF=1&Filename=14MFF-0117_schedule.pdf,,7/18/14 8:00,Jul 16 2014 10:09AM,0,3/15/15 0:00,"(37.7720149872932, -122.405193212404)"
528309,Subs on Hubs,Truck,3089000,BRANNAN ST: 08TH ST to 09TH ST (900 - 999),934 BRANNAN ST,3781008,3781,8,14MFF-0070,APPROVED,Italian subs: Cuban sandwich: Gyro,6010635.811,2108878.801,37.771179,-122.4065737,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0070&ExportPDF=1&Filename=14MFF-0070_schedule.pdf,,3/20/14 11:57,Mar 20 2014 11:48AM,0,3/15/15 0:00,"(37.7711790143374, -122.406573673419)"
526165,"Off the Grid Services, LLC",Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,14MFF-0037,APPROVED,everything except for hot dogs,6012853.387,2119060.762,37.79926011,-122.3996179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0037&ExportPDF=1&Filename=14MFF-0037_schedule.pdf,,3/13/14 14:48,Mar 13 2014 12:43PM,0,3/15/15 0:00,"(37.7992601272644, -122.399617948646)"
526174,"Off the Grid Services, LLC",Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,14MFF-0039,APPROVED,everything except for hot dogs,6012853.387,2119060.762,37.79926011,-122.3996179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0039&ExportPDF=1&Filename=14MFF-0039_schedule.pdf,,3/13/14 14:49,Mar 13 2014 12:57PM,0,3/15/15 0:00,"(37.7992601272644, -122.399617948646)"
532703,M M Catering,Truck,3144000,BROADWAY: FRONT ST to BATTERY ST (100 - 199),100 BROADWAY,0141003B,141,003B,14MFF-0093,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6012663.956,2118920.369,37.79886407,-122.4002636,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0093&ExportPDF=1&Filename=14MFF-0093_schedule.pdf,,4/9/14 15:20,Apr  9 2014  3:11PM,1,3/15/15 0:00,"(37.7988640807119, -122.400263583771)"
526366,Mike's Catering,Truck,3145000,BROADWAY: BATTERY ST to SANSOME ST (200 - 299),250 BROADWAY,142002,142,2,14MFF-0053,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6012219.674,2118889.65,37.79875494,-122.4017988,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf,,3/14/14 10:21,Mar 14 2014 10:16AM,1,3/15/15 0:00,"(37.7987549501636, -122.401798793844)"
526370,Mike's Catering,Truck,3157000,BROADWAY: POWELL ST \ ROBERT C LEVY TUNL to MASON ST (800 - 898) -- NORTH --,860 BROADWAY,148009,148,9,14MFF-0053,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6009425.916,2118518.297,37.79757899,-122.4114399,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf,,3/14/14 10:21,Mar 14 2014 10:16AM,1,3/15/15 0:00,"(37.7975790018241, -122.411439886079)"
